#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-03T20:01:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac3dc3b1b7c5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=J-K
#-out=J-L
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
#Column	J-L	(F7.3)	(J-L) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;J-K;J-L
  3350; -0.29; 0.3;  1.299;  1.527;  1.446;  3.595;  7.032;  2.149;  0.818;  1.195;  1.435
  3350;  0.28; 0.3;  1.299;  1.513;  1.250;  3.290;  6.654;  2.040;  0.885;  1.224;  1.444
  3350;  0.60; 0.3;  1.299;  1.508;  1.217;  3.252;  6.655;  2.034;  0.909;  1.228;  1.442
  3350;  0.87; 0.3;  1.299;  1.504;  1.190;  3.219;  6.655;  2.029;  0.929;  1.232;  1.439
  3350;  4.00; 0.3;  1.167;  1.227;  1.305;  2.847;  5.841;  1.542;  0.752;  0.857;  0.948
  3350;  4.50; 0.3;  1.256;  1.408;  1.190;  2.572;  5.151;  1.382;  0.696;  0.868;  1.021
  3350;  5.00; 0.3;  1.188;  1.384;  1.161;  2.519;  4.891;  1.358;  0.631;  0.851;  1.041
  3350;  5.50; 0.3;  1.140;  1.369;  1.132;  2.474;  4.707;  1.341;  0.589;  0.828;  1.032
  3500;  0.00; 0.3;  1.938;  1.752;  1.084;  2.682;  5.538;  1.598;  0.787;  1.112;  1.321
  3500;  0.50; 0.3;  1.712;  1.626;  1.049;  2.669;  5.580;  1.620;  0.811;  1.120;  1.324
  3500;  1.00; 0.3;  1.481;  1.499;  1.023;  2.666;  5.631;  1.643;  0.829;  1.123;  1.323
  3500;  1.50; 0.3;  1.257;  1.371;  1.006;  2.672;  5.690;  1.666;  0.842;  1.123;  1.320
  3500;  2.00; 0.3;  1.052;  1.247;  0.996;  2.684;  5.752;  1.688;  0.852;  1.121;  1.315
  3500;  2.50; 0.3;  0.879;  1.136;  0.994;  2.700;  5.813;  1.706;  0.860;  1.118;  1.312
  3500;  3.00; 0.3;  1.117;  1.249;  0.902;  2.227;  4.948;  1.326;  0.897;  1.005;  1.057
  3500;  3.50; 0.3;  1.051;  1.237;  0.915;  2.225;  4.872;  1.310;  0.868;  0.983;  1.047
  3500;  4.00; 0.3;  1.032;  1.305;  0.936;  2.184;  4.573;  1.248;  0.767;  0.915;  1.019
  3500;  4.50; 0.3;  1.033;  1.360;  0.961;  2.162;  4.340;  1.201;  0.676;  0.856;  0.996
  3500;  5.00; 0.3;  1.069;  1.402;  0.992;  2.171;  4.237;  1.179;  0.637;  0.832;  0.989
  3750;  0.00; 0.3;  2.460;  1.791;  1.022;  2.029;  4.224;  1.007;  0.715;  0.986;  1.156
  3750;  0.50; 0.3;  2.231;  1.709;  0.997;  2.011;  4.230;  1.013;  0.748;  1.006;  1.170
  3750;  1.00; 0.3;  2.009;  1.628;  0.975;  1.997;  4.241;  1.023;  0.772;  1.018;  1.176
  3750;  1.50; 0.3;  1.798;  1.548;  0.954;  1.988;  4.261;  1.035;  0.791;  1.024;  1.179
  3750;  2.00; 0.3;  1.605;  1.470;  0.935;  1.984;  4.285;  1.049;  0.803;  1.026;  1.178
  3750;  2.50; 0.3;  1.436;  1.394;  0.920;  1.983;  4.314;  1.063;  0.811;  1.026;  1.175
  3750;  3.00; 0.3;  1.546;  1.420;  0.836;  1.819;  4.075;  0.983;  0.840;  0.942;  1.002
  3750;  3.50; 0.3;  1.431;  1.370;  0.833;  1.829;  4.102;  0.996;  0.837;  0.937;  0.998
  3750;  4.00; 0.3;  1.339;  1.352;  0.844;  1.841;  4.068;  0.997;  0.804;  0.914;  0.987
  3750;  4.50; 0.3;  1.257;  1.368;  0.869;  1.849;  3.926;  0.981;  0.724;  0.862;  0.968
  3750;  5.00; 0.3;  1.204;  1.380;  0.891;  1.857;  3.799;  0.966;  0.646;  0.813;  0.952
  4000;  0.00; 0.3;  2.520;  1.679;  0.860;  1.592;  3.471;  0.732;  0.618;  0.825;  0.972
  4000;  0.50; 0.3;  2.302;  1.612;  0.849;  1.582;  3.471;  0.733;  0.656;  0.852;  0.991
  4000;  1.00; 0.3;  2.096;  1.551;  0.843;  1.579;  3.476;  0.736;  0.686;  0.873;  1.006
  4000;  1.50; 0.3;  1.906;  1.494;  0.839;  1.580;  3.485;  0.741;  0.711;  0.888;  1.016
  4000;  2.00; 0.3;  1.738;  1.441;  0.834;  1.582;  3.497;  0.747;  0.729;  0.898;  1.022
  4000;  2.50; 0.3;  1.593;  1.392;  0.830;  1.584;  3.513;  0.754;  0.742;  0.904;  1.025
  4000;  3.00; 0.3;  1.645;  1.414;  0.813;  1.596;  3.353;  0.783;  0.728;  0.836;  0.919
  4000;  3.50; 0.3;  1.545;  1.378;  0.811;  1.603;  3.377;  0.792;  0.733;  0.838;  0.918
  4000;  4.00; 0.3;  1.462;  1.351;  0.813;  1.614;  3.396;  0.801;  0.729;  0.835;  0.914
  4000;  4.50; 0.3;  1.372;  1.343;  0.824;  1.633;  3.370;  0.809;  0.697;  0.812;  0.905
  4000;  5.00; 0.3;  1.277;  1.342;  0.839;  1.651;  3.294;  0.812;  0.631;  0.771;  0.892
  4250;  0.00; 0.3;  2.262;  1.564;  0.763;  1.362;  2.971;  0.599;  0.530;  0.707;  0.841
  4250;  0.50; 0.3;  2.090;  1.505;  0.753;  1.353;  2.973;  0.600;  0.564;  0.733;  0.859
  4250;  1.00; 0.3;  1.920;  1.451;  0.749;  1.352;  2.977;  0.603;  0.593;  0.755;  0.874
  4250;  1.50; 0.3;  1.764;  1.401;  0.749;  1.356;  2.985;  0.607;  0.618;  0.774;  0.887
  4250;  2.00; 0.3;  1.630;  1.356;  0.752;  1.363;  2.995;  0.611;  0.639;  0.789;  0.897
  4250;  2.50; 0.3;  1.518;  1.316;  0.758;  1.374;  3.009;  0.616;  0.656;  0.800;  0.905
  4250;  3.00; 0.3;  1.495;  1.335;  0.709;  1.339;  2.946;  0.630;  0.620;  0.725;  0.832
  4250;  3.50; 0.3;  1.429;  1.310;  0.717;  1.352;  2.965;  0.635;  0.629;  0.732;  0.835
  4250;  4.00; 0.3;  1.380;  1.293;  0.727;  1.367;  2.988;  0.640;  0.636;  0.738;  0.837
  4250;  4.50; 0.3;  1.335;  1.283;  0.737;  1.385;  3.007;  0.648;  0.634;  0.737;  0.835
  4250;  5.00; 0.3;  1.269;  1.280;  0.749;  1.407;  2.994;  0.658;  0.606;  0.718;  0.829
  4500;  0.00; 0.3;  1.925;  1.487;  0.638;  1.153;  2.636;  0.515;  0.439;  0.565;  0.713
  4500;  0.50; 0.3;  1.809;  1.440;  0.626;  1.140;  2.640;  0.515;  0.465;  0.587;  0.725
  4500;  1.00; 0.3;  1.685;  1.396;  0.619;  1.136;  2.645;  0.517;  0.488;  0.606;  0.737
  4500;  1.50; 0.3;  1.567;  1.354;  0.615;  1.136;  2.651;  0.521;  0.509;  0.623;  0.748
  4500;  2.00; 0.3;  1.460;  1.315;  0.616;  1.141;  2.660;  0.525;  0.528;  0.638;  0.758
  4500;  2.50; 0.3;  1.370;  1.278;  0.620;  1.149;  2.671;  0.529;  0.544;  0.651;  0.767
  4500;  3.00; 0.3;  1.304;  1.248;  0.627;  1.161;  2.685;  0.533;  0.558;  0.662;  0.774
  4500;  3.50; 0.3;  1.261;  1.224;  0.638;  1.175;  2.701;  0.537;  0.570;  0.671;  0.779
  4500;  4.00; 0.3;  1.237;  1.209;  0.652;  1.192;  2.721;  0.541;  0.579;  0.679;  0.783
  4500;  4.50; 0.3;  1.228;  1.201;  0.667;  1.212;  2.745;  0.545;  0.586;  0.686;  0.785
  4500;  5.00; 0.3;  1.219;  1.200;  0.683;  1.234;  2.764;  0.551;  0.586;  0.686;  0.785
  4750;  0.00; 0.3;  1.535;  1.324;  0.564;  0.998;  2.331;  0.434;  0.408;  0.516;  0.648
  4750;  0.50; 0.3;  1.447;  1.285;  0.552;  0.984;  2.338;  0.432;  0.428;  0.534;  0.656
  4750;  1.00; 0.3;  1.358;  1.250;  0.544;  0.976;  2.344;  0.432;  0.445;  0.549;  0.664
  4750;  1.50; 0.3;  1.274;  1.217;  0.538;  0.972;  2.350;  0.434;  0.460;  0.562;  0.671
  4750;  2.00; 0.3;  1.196;  1.185;  0.535;  0.972;  2.357;  0.437;  0.475;  0.575;  0.679
  4750;  2.50; 0.3;  1.130;  1.155;  0.534;  0.975;  2.366;  0.441;  0.489;  0.587;  0.686
  4750;  3.00; 0.3;  1.078;  1.127;  0.537;  0.982;  2.377;  0.444;  0.502;  0.597;  0.692
  4750;  3.50; 0.3;  1.045;  1.103;  0.544;  0.992;  2.390;  0.448;  0.513;  0.606;  0.698
  4750;  4.00; 0.3;  1.030;  1.085;  0.555;  1.006;  2.406;  0.451;  0.523;  0.615;  0.702
  4750;  4.50; 0.3;  1.033;  1.074;  0.570;  1.023;  2.427;  0.454;  0.531;  0.622;  0.706
  4750;  5.00; 0.3;  1.045;  1.070;  0.587;  1.044;  2.449;  0.457;  0.538;  0.628;  0.707
  5000;  0.00; 0.3;  1.173;  1.156;  0.517;  0.926;  2.059;  0.408;  0.372;  0.467;  0.586
  5000;  0.50; 0.3;  1.096;  1.124;  0.508;  0.913;  2.070;  0.405;  0.391;  0.483;  0.592
  5000;  1.00; 0.3;  1.021;  1.095;  0.502;  0.905;  2.078;  0.403;  0.405;  0.495;  0.597
  5000;  1.50; 0.3;  0.954;  1.069;  0.496;  0.899;  2.085;  0.403;  0.418;  0.506;  0.602
  5000;  2.00; 0.3;  0.894;  1.045;  0.492;  0.896;  2.092;  0.404;  0.428;  0.516;  0.607
  5000;  2.50; 0.3;  0.846;  1.023;  0.489;  0.895;  2.100;  0.406;  0.439;  0.526;  0.612
  5000;  3.00; 0.3;  0.808;  1.002;  0.488;  0.897;  2.109;  0.408;  0.450;  0.535;  0.616
  5000;  3.50; 0.3;  0.783;  0.983;  0.491;  0.901;  2.118;  0.410;  0.460;  0.543;  0.621
  5000;  4.00; 0.3;  0.775;  0.967;  0.497;  0.909;  2.130;  0.412;  0.469;  0.551;  0.625
  5000;  4.50; 0.3;  0.781;  0.955;  0.507;  0.921;  2.146;  0.415;  0.477;  0.558;  0.628
  5000;  5.00; 0.3;  0.799;  0.948;  0.520;  0.937;  2.164;  0.417;  0.484;  0.564;  0.630
  5250;  0.00; 0.3;  0.892;  0.997;  0.477;  0.869;  1.872;  0.392;  0.348;  0.439;  0.549
  5250;  0.50; 0.3;  0.828;  0.973;  0.471;  0.861;  1.888;  0.390;  0.367;  0.453;  0.553
  5250;  1.00; 0.3;  0.761;  0.949;  0.467;  0.856;  1.899;  0.389;  0.381;  0.465;  0.557
  5250;  1.50; 0.3;  0.701;  0.929;  0.463;  0.852;  1.908;  0.389;  0.392;  0.474;  0.560
  5250;  2.00; 0.3;  0.647;  0.911;  0.460;  0.849;  1.917;  0.389;  0.401;  0.482;  0.563
  5250;  2.50; 0.3;  0.606;  0.895;  0.458;  0.847;  1.925;  0.389;  0.410;  0.490;  0.566
  5250;  3.00; 0.3;  0.574;  0.881;  0.456;  0.846;  1.932;  0.390;  0.419;  0.497;  0.569
  5250;  3.50; 0.3;  0.556;  0.869;  0.457;  0.847;  1.941;  0.391;  0.428;  0.504;  0.572
  5250;  4.00; 0.3;  0.551;  0.858;  0.459;  0.851;  1.950;  0.392;  0.435;  0.510;  0.574
  5250;  4.50; 0.3;  0.559;  0.850;  0.464;  0.857;  1.960;  0.393;  0.443;  0.516;  0.577
  5250;  5.00; 0.3;  0.579;  0.844;  0.473;  0.867;  1.973;  0.394;  0.450;  0.522;  0.579
  5500;  0.00; 0.3;  0.723;  0.832;  0.415;  0.771;  1.640;  0.357;  0.305;  0.387;  0.487
  5500;  0.50; 0.3;  0.632;  0.835;  0.425;  0.790;  1.670;  0.365;  0.315;  0.399;  0.495
  5500;  1.00; 0.3;  0.578;  0.822;  0.424;  0.790;  1.686;  0.366;  0.329;  0.410;  0.497
  5500;  1.50; 0.3;  0.525;  0.807;  0.422;  0.789;  1.698;  0.366;  0.340;  0.419;  0.499
  5500;  2.00; 0.3;  0.476;  0.795;  0.421;  0.789;  1.709;  0.368;  0.350;  0.426;  0.502
  5500;  2.50; 0.3;  0.435;  0.784;  0.420;  0.788;  1.718;  0.368;  0.358;  0.432;  0.503
  5500;  3.00; 0.3;  0.403;  0.775;  0.420;  0.789;  1.726;  0.369;  0.366;  0.438;  0.505
  5500;  3.50; 0.3;  0.383;  0.768;  0.420;  0.789;  1.734;  0.369;  0.374;  0.443;  0.506
  5500;  4.00; 0.3;  0.376;  0.762;  0.421;  0.790;  1.741;  0.369;  0.381;  0.448;  0.508
  5500;  4.50; 0.3;  0.382;  0.759;  0.424;  0.793;  1.749;  0.370;  0.387;  0.453;  0.509
  5500;  5.00; 0.3;  0.401;  0.758;  0.429;  0.799;  1.758;  0.370;  0.393;  0.457;  0.510
  5750;  0.00; 0.3;  0.577;  0.691;  0.347;  0.654;  1.408;  0.306;  0.259;  0.328;  0.420
  5750;  0.50; 0.3;  0.515;  0.688;  0.354;  0.668;  1.438;  0.314;  0.273;  0.340;  0.425
  5750;  1.00; 0.3;  0.429;  0.701;  0.369;  0.695;  1.469;  0.326;  0.278;  0.349;  0.433
  5750;  1.50; 0.3;  0.383;  0.696;  0.371;  0.699;  1.486;  0.328;  0.289;  0.358;  0.434
  5750;  2.00; 0.3;  0.337;  0.689;  0.372;  0.702;  1.499;  0.331;  0.299;  0.365;  0.435
  5750;  2.50; 0.3;  0.297;  0.684;  0.372;  0.705;  1.510;  0.332;  0.308;  0.371;  0.436
  5750;  3.00; 0.3;  0.263;  0.679;  0.373;  0.707;  1.520;  0.334;  0.316;  0.376;  0.437
  5750;  3.50; 0.3;  0.239;  0.676;  0.373;  0.708;  1.528;  0.335;  0.323;  0.381;  0.437
  5750;  4.00; 0.3;  0.225;  0.675;  0.374;  0.710;  1.536;  0.335;  0.330;  0.385;  0.438
  5750;  4.50; 0.3;  0.225;  0.675;  0.377;  0.712;  1.542;  0.335;  0.336;  0.388;  0.438
  5750;  5.00; 0.3;  0.238;  0.677;  0.380;  0.716;  1.550;  0.335;  0.342;  0.391;  0.439
  6000;  0.00; 0.3;  0.495;  0.564;  0.285;  0.541;  1.244;  0.256;  0.228;  0.293;  0.383
  6000;  0.50; 0.3;  0.460;  0.576;  0.295;  0.558;  1.278;  0.263;  0.242;  0.304;  0.385
  6000;  1.00; 0.3;  0.401;  0.579;  0.304;  0.577;  1.305;  0.273;  0.251;  0.313;  0.390
  6000;  1.50; 0.3;  0.316;  0.600;  0.322;  0.609;  1.339;  0.287;  0.254;  0.322;  0.398
  6000;  2.00; 0.3;  0.272;  0.602;  0.326;  0.617;  1.357;  0.291;  0.264;  0.329;  0.398
  6000;  2.50; 0.3;  0.232;  0.601;  0.328;  0.623;  1.371;  0.294;  0.272;  0.336;  0.398
  6000;  3.00; 0.3;  0.196;  0.602;  0.330;  0.627;  1.382;  0.297;  0.280;  0.341;  0.399
  6000;  3.50; 0.3;  0.167;  0.602;  0.331;  0.630;  1.392;  0.299;  0.288;  0.345;  0.399
  6000;  4.00; 0.3;  0.146;  0.604;  0.333;  0.633;  1.401;  0.300;  0.296;  0.349;  0.398
  6000;  4.50; 0.3;  0.137;  0.607;  0.335;  0.636;  1.408;  0.301;  0.302;  0.352;  0.398
  6000;  5.00; 0.3;  0.140;  0.611;  0.338;  0.640;  1.414;  0.302;  0.308;  0.355;  0.398
  6250;  0.50; 0.3;  0.425;  0.467;  0.240;  0.456;  1.069;  0.216;  0.202;  0.255;  0.330
  6250;  1.00; 0.3;  0.387;  0.485;  0.251;  0.476;  1.098;  0.225;  0.210;  0.263;  0.332
  6250;  1.50; 0.3;  0.326;  0.495;  0.263;  0.499;  1.125;  0.236;  0.215;  0.270;  0.338
  6250;  2.00; 0.3;  0.245;  0.520;  0.281;  0.533;  1.160;  0.252;  0.220;  0.279;  0.345
  6250;  2.50; 0.3;  0.203;  0.528;  0.287;  0.544;  1.179;  0.257;  0.228;  0.286;  0.344
  6250;  3.00; 0.3;  0.164;  0.533;  0.290;  0.552;  1.193;  0.261;  0.236;  0.291;  0.344
  6250;  3.50; 0.3;  0.130;  0.537;  0.293;  0.557;  1.206;  0.264;  0.244;  0.296;  0.344
  6250;  4.00; 0.3;  0.102;  0.542;  0.296;  0.562;  1.216;  0.267;  0.252;  0.299;  0.343
  6250;  4.50; 0.3;  0.084;  0.547;  0.298;  0.567;  1.225;  0.269;  0.259;  0.303;  0.343
  6250;  5.00; 0.3;  0.075;  0.553;  0.301;  0.571;  1.232;  0.270;  0.265;  0.305;  0.343
  6500;  0.50; 0.3;  0.377;  0.365;  0.188;  0.360;  0.861;  0.172;  0.158;  0.201;  0.273
  6500;  1.00; 0.3;  0.367;  0.385;  0.201;  0.381;  0.893;  0.180;  0.167;  0.210;  0.271
  6500;  1.50; 0.3;  0.324;  0.409;  0.213;  0.404;  0.921;  0.190;  0.172;  0.217;  0.274
  6500;  2.00; 0.3;  0.259;  0.427;  0.228;  0.432;  0.951;  0.204;  0.176;  0.224;  0.281
  6500;  2.50; 0.3;  0.183;  0.454;  0.246;  0.465;  0.985;  0.220;  0.181;  0.232;  0.286
  6500;  3.00; 0.3;  0.140;  0.465;  0.252;  0.478;  1.004;  0.226;  0.189;  0.237;  0.285
  6500;  3.50; 0.3;  0.101;  0.474;  0.257;  0.488;  1.019;  0.231;  0.197;  0.242;  0.285
  6500;  4.00; 0.3;  0.066;  0.482;  0.260;  0.496;  1.032;  0.235;  0.205;  0.246;  0.285
  6500;  4.50; 0.3;  0.038;  0.490;  0.264;  0.502;  1.043;  0.238;  0.213;  0.249;  0.284
  6500;  5.00; 0.3;  0.019;  0.497;  0.267;  0.508;  1.051;  0.241;  0.219;  0.252;  0.284
  6750;  0.50; 0.3;  0.334;  0.283;  0.145;  0.284;  0.678;  0.140;  0.118;  0.155;  0.227
  6750;  1.00; 0.3;  0.348;  0.296;  0.155;  0.302;  0.709;  0.146;  0.125;  0.162;  0.223
  6750;  1.50; 0.3;  0.333;  0.322;  0.169;  0.324;  0.737;  0.156;  0.131;  0.168;  0.221
  6750;  2.00; 0.3;  0.285;  0.350;  0.183;  0.350;  0.765;  0.167;  0.135;  0.175;  0.226
  6750;  2.50; 0.3;  0.216;  0.376;  0.199;  0.383;  0.799;  0.183;  0.139;  0.182;  0.234
  6750;  3.00; 0.3;  0.145;  0.402;  0.215;  0.413;  0.831;  0.198;  0.145;  0.189;  0.237
  6750;  3.50; 0.3;  0.099;  0.417;  0.223;  0.428;  0.851;  0.205;  0.153;  0.194;  0.235
  6750;  4.00; 0.3;  0.058;  0.427;  0.228;  0.439;  0.866;  0.211;  0.161;  0.199;  0.235
  6750;  4.50; 0.3;  0.020;  0.437;  0.233;  0.449;  0.880;  0.216;  0.169;  0.202;  0.236
  6750;  5.00; 0.3; -0.010;  0.446;  0.237;  0.457;  0.892;  0.220;  0.176;  0.205;  0.236
  7000;  0.50; 0.3;  0.267;  0.207;  0.102;  0.207;  0.543;  0.105;  0.094;  0.124;  0.195
  7000;  1.00; 0.3;  0.299;  0.218;  0.112;  0.222;  0.572;  0.110;  0.099;  0.129;  0.191
  7000;  1.50; 0.3;  0.310;  0.236;  0.122;  0.240;  0.596;  0.117;  0.104;  0.135;  0.188
  7000;  2.00; 0.3;  0.289;  0.267;  0.136;  0.264;  0.623;  0.128;  0.109;  0.140;  0.187
  7000;  2.50; 0.3;  0.234;  0.300;  0.152;  0.293;  0.652;  0.141;  0.112;  0.147;  0.194
  7000;  3.00; 0.3;  0.159;  0.330;  0.170;  0.329;  0.689;  0.159;  0.116;  0.155;  0.202
  7000;  3.50; 0.3;  0.093;  0.357;  0.185;  0.358;  0.720;  0.173;  0.124;  0.161;  0.201
  7000;  4.00; 0.3;  0.046;  0.372;  0.192;  0.373;  0.740;  0.181;  0.132;  0.166;  0.201
  7000;  4.50; 0.3;  0.001;  0.384;  0.198;  0.385;  0.756;  0.187;  0.140;  0.170;  0.202
  7000;  5.00; 0.3; -0.039;  0.395;  0.203;  0.397;  0.771;  0.193;  0.148;  0.173;  0.202
  7250;  0.50; 0.3;  0.237;  0.162;  0.066;  0.140;  0.453;  0.074;  0.087;  0.109;  0.179
  7250;  1.00; 0.3;  0.287;  0.157;  0.071;  0.149;  0.478;  0.077;  0.090;  0.112;  0.174
  7250;  1.50; 0.3;  0.314;  0.174;  0.080;  0.164;  0.500;  0.083;  0.093;  0.117;  0.171
  7250;  2.00; 0.3;  0.320;  0.197;  0.091;  0.182;  0.523;  0.091;  0.096;  0.121;  0.169
  7250;  2.50; 0.3;  0.292;  0.233;  0.106;  0.210;  0.550;  0.103;  0.100;  0.127;  0.168
  7250;  3.00; 0.3;  0.230;  0.270;  0.122;  0.241;  0.583;  0.119;  0.104;  0.134;  0.176
  7250;  3.50; 0.3;  0.149;  0.302;  0.142;  0.280;  0.622;  0.138;  0.109;  0.142;  0.185
  7250;  4.00; 0.3;  0.091;  0.327;  0.154;  0.304;  0.648;  0.150;  0.118;  0.147;  0.181
  7250;  4.50; 0.3;  0.041;  0.343;  0.162;  0.321;  0.669;  0.159;  0.126;  0.151;  0.183
  7250;  5.00; 0.3; -0.007;  0.356;  0.169;  0.335;  0.687;  0.166;  0.135;  0.155;  0.184
  7500;  1.00; 0.3;  0.249;  0.109;  0.051;  0.119;  0.405;  0.068;  0.080;  0.097;  0.155
  7500;  1.50; 0.3;  0.293;  0.120;  0.057;  0.129;  0.423;  0.071;  0.080;  0.100;  0.151
  7500;  2.00; 0.3;  0.317;  0.142;  0.066;  0.143;  0.441;  0.077;  0.082;  0.103;  0.148
  7500;  2.50; 0.3;  0.319;  0.170;  0.077;  0.163;  0.462;  0.086;  0.084;  0.107;  0.147
  7500;  3.00; 0.3;  0.282;  0.210;  0.093;  0.193;  0.491;  0.100;  0.088;  0.113;  0.147
  7500;  3.50; 0.3;  0.210;  0.249;  0.111;  0.229;  0.528;  0.118;  0.094;  0.121;  0.156
  7500;  4.00; 0.3;  0.131;  0.282;  0.130;  0.266;  0.565;  0.136;  0.101;  0.128;  0.159
  7500;  4.50; 0.3;  0.073;  0.304;  0.141;  0.288;  0.590;  0.147;  0.109;  0.133;  0.161
  7500;  5.00; 0.3;  0.019;  0.319;  0.149;  0.305;  0.612;  0.156;  0.118;  0.137;  0.162
  7750;  1.00; 0.3;  0.159;  0.070;  0.046;  0.115;  0.350;  0.069;  0.068;  0.082;  0.140
  7750;  1.50; 0.3;  0.218;  0.066;  0.047;  0.116;  0.362;  0.069;  0.068;  0.084;  0.136
  7750;  2.00; 0.3;  0.256;  0.086;  0.054;  0.127;  0.377;  0.073;  0.067;  0.087;  0.133
  7750;  2.50; 0.3;  0.273;  0.113;  0.063;  0.143;  0.394;  0.081;  0.068;  0.090;  0.132
  7750;  3.00; 0.3;  0.267;  0.145;  0.074;  0.164;  0.414;  0.090;  0.071;  0.094;  0.131
  7750;  3.50; 0.3;  0.219;  0.188;  0.091;  0.196;  0.445;  0.105;  0.075;  0.100;  0.132
  7750;  4.00; 0.3;  0.137;  0.228;  0.110;  0.235;  0.485;  0.125;  0.083;  0.108;  0.139
  7750;  4.50; 0.3;  0.062;  0.258;  0.127;  0.267;  0.518;  0.140;  0.091;  0.114;  0.142
  7750;  5.00; 0.3;  0.002;  0.278;  0.137;  0.288;  0.543;  0.152;  0.100;  0.119;  0.145
  8000;  1.00; 0.3;  0.056;  0.053;  0.040;  0.100;  0.304;  0.060;  0.062;  0.068;  0.120
  8000;  1.50; 0.3;  0.135;  0.024;  0.030;  0.083;  0.303;  0.053;  0.060;  0.070;  0.117
  8000;  2.00; 0.3;  0.186;  0.037;  0.033;  0.088;  0.313;  0.054;  0.058;  0.072;  0.114
  8000;  2.50; 0.3;  0.216;  0.063;  0.041;  0.100;  0.327;  0.060;  0.057;  0.074;  0.112
  8000;  3.00; 0.3;  0.227;  0.094;  0.050;  0.118;  0.343;  0.068;  0.058;  0.077;  0.111
  8000;  3.50; 0.3;  0.212;  0.130;  0.061;  0.139;  0.363;  0.078;  0.061;  0.080;  0.111
  8000;  4.00; 0.3;  0.149;  0.176;  0.079;  0.174;  0.397;  0.095;  0.067;  0.086;  0.111
  8000;  4.50; 0.3;  0.060;  0.213;  0.099;  0.214;  0.438;  0.115;  0.075;  0.095;  0.118
  8000;  5.00; 0.3; -0.014;  0.240;  0.113;  0.242;  0.469;  0.130;  0.084;  0.101;  0.123
  8250;  1.00; 0.3; -0.068;  0.050;  0.046;  0.099;  0.282;  0.053;  0.062;  0.060;  0.103
  8250;  1.50; 0.3;  0.040; -0.003;  0.018;  0.052;  0.256;  0.034;  0.057;  0.058;  0.098
  8250;  2.00; 0.3;  0.102; -0.002;  0.017;  0.049;  0.260;  0.032;  0.054;  0.060;  0.095
  8250;  2.50; 0.3;  0.144;  0.020;  0.021;  0.056;  0.269;  0.035;  0.052;  0.061;  0.093
  8250;  3.00; 0.3;  0.167;  0.050;  0.028;  0.070;  0.281;  0.041;  0.051;  0.064;  0.092
  8250;  3.50; 0.3;  0.167;  0.085;  0.038;  0.088;  0.297;  0.051;  0.053;  0.067;  0.091
  8250;  4.00; 0.3;  0.139;  0.125;  0.050;  0.112;  0.318;  0.062;  0.056;  0.070;  0.091
  8250;  4.50; 0.3;  0.061;  0.170;  0.069;  0.149;  0.354;  0.081;  0.064;  0.075;  0.091
  8250;  5.00; 0.3; -0.027;  0.205;  0.087;  0.185;  0.392;  0.099;  0.073;  0.083;  0.095
  8500;  1.00; 0.3; -0.185;  0.051;  0.064;  0.133;  0.273;  0.068;  0.059;  0.055;  0.090
